timestamp,zone,temp,uv
2025-09-01 14:37:43.993204,Main Parking Lot,46.23772765011631,12.169327921636429
2025-09-01 14:37:43.993204,Academic Block B,37.829973823689016,7.0072324386555085
2025-09-01 14:37:43.993204,Boys Hostel 2,44.151413830341994,10.432738060044464
2025-09-01 14:37:43.993204,Girls Hostel,33.736915388772765,8.319967395015818
2025-09-01 14:37:43.993204,Sports Stadium,48.21893466527244,10.460315539727446
2025-09-01 14:37:43.993204,Academic Block A,38.035284138485856,8.579393293725191
2025-09-01 14:37:43.993204,Central Library,37.21673152947995,7.612687403124952
2025-09-01 14:37:43.993204,Green Quad,32.983229394308765,9.471314807117189
2025-09-01 14:37:43.993204,Food Court,39.11771255865565,8.032370543360116
2025-09-01 14:37:43.993204,Boys Hostel 1,36.707135454881666,9.106879854254966
2025-09-01 15:37:43.993204,Boys Hostel 1,43.753580749774756,8.569179713738563
2025-09-01 15:37:43.993204,Girls Hostel,41.09882915238823,8.711034163904353
2025-09-01 15:37:43.993204,Sports Stadium,35.019062195277016,10.476367112529504
2025-09-01 15:37:43.993204,Academic Block B,36.13703245259955,6.778255368824403
2025-09-01 15:37:43.993204,Boys Hostel 2,41.723193743471654,7.609731654886813
2025-09-01 15:37:43.993204,Main Parking Lot,44.91731167058437,5.751267392043924
2025-09-01 15:37:43.993204,Green Quad,37.05396719025953,7.906733126285748
2025-09-01 15:37:43.993204,Food Court,46.06343166739946,9.090145747358612
2025-09-01 15:37:43.993204,Academic Block A,38.76919224517353,7.968976585201358
2025-09-01 15:37:43.993204,Central Library,35.305108681718295,6.605690199187743
2025-09-01 16:37:43.993204,Girls Hostel,37.48034233820617,9.137325593532625
2025-09-01 16:37:43.993204,Academic Block A,35.22293571132266,9.328295457863408
2025-09-01 16:37:43.993204,Food Court,46.72150078537188,9.729837110745667
2025-09-01 16:37:43.993204,Boys Hostel 1,39.82887844980857,8.142363230032345
2025-09-01 16:37:43.993204,Green Quad,34.408804696376805,6.745638444331554
2025-09-01 16:37:43.993204,Main Parking Lot,46.039817603802135,10.421311071381313
2025-09-01 16:37:43.993204,Sports Stadium,42.75098345968361,11.9574660481887
2025-09-01 16:37:43.993204,Boys Hostel 2,42.691545094811495,8.50958913603162
2025-09-01 16:37:43.993204,Academic Block B,39.34385167590764,8.169678396400023
2025-09-01 16:37:43.993204,Central Library,36.40934215406657,6.8325878315886
2025-09-01 17:37:43.993204,Central Library,36.65285200798721,6.543004522315943
2025-09-01 17:37:43.993204,Green Quad,26.68418532645546,8.657486049549174
2025-09-01 17:37:43.993204,Academic Block A,37.16690453021406,6.852182917426649
2025-09-01 17:37:43.993204,Boys Hostel 1,36.11464662491158,6.839432608153198
2025-09-01 17:37:43.993204,Academic Block B,35.830695882962644,7.249913043383759
2025-09-01 17:37:43.993204,Boys Hostel 2,37.52532861263179,8.567809821614247
2025-09-01 17:37:43.993204,Main Parking Lot,45.13124528732226,9.304121631757685
2025-09-01 17:37:43.993204,Girls Hostel,37.097198104279585,7.13651631528152
2025-09-01 17:37:43.993204,Sports Stadium,38.761860527528846,8.642260893490244
2025-09-01 17:37:43.993204,Food Court,36.91166015949716,8.137452509150636
2025-09-01 18:37:43.993204,Main Parking Lot,47.919128170746305,9.766817504426474
2025-09-01 18:37:43.993204,Sports Stadium,43.262375531232436,7.435143772574203
2025-09-01 18:37:43.993204,Boys Hostel 1,36.71696504099849,9.049677291674122
2025-09-01 18:37:43.993204,Green Quad,32.204442494832676,9.02096582441964
2025-09-01 18:37:43.993204,Central Library,34.10148965225274,6.9066139957843955
2025-09-01 18:37:43.993204,Food Court,34.199597947193496,9.237088475455472
2025-09-01 18:37:43.993204,Academic Block B,34.37904499451919,5.631704559276731
2025-09-01 18:37:43.993204,Boys Hostel 2,34.71638646953975,8.329977646899351
2025-09-01 18:37:43.993204,Girls Hostel,37.22322466544404,8.738462857275563
2025-09-01 18:37:43.993204,Academic Block A,33.438887725405706,6.8985906561074515
2025-09-01 19:37:43.993204,Main Parking Lot,46.6677083480142,9.161324994922614
2025-09-01 19:37:43.993204,Boys Hostel 2,32.982975102366126,7.647759146178967
2025-09-01 19:37:43.993204,Academic Block A,29.97954626223506,7.10228637577195
2025-09-01 19:37:43.993204,Sports Stadium,45.596207028723,9.090391972240685
2025-09-01 19:37:43.993204,Boys Hostel 1,32.983518092373046,7.07707964397484
2025-09-01 19:37:43.993204,Girls Hostel,31.992810562529655,7.25453960670554
2025-09-01 19:37:43.993204,Green Quad,23.31116586013016,9.355492409289226
2025-09-01 19:37:43.993204,Central Library,31.24740282428242,6.149326021291634
2025-09-01 19:37:43.993204,Academic Block B,29.256858684700376,7.7129921020078935
2025-09-01 19:37:43.993204,Food Court,38.062522472503716,5.75331766067342
2025-09-01 20:37:43.993204,Green Quad,23.752851727075424,0.0
2025-09-01 20:37:43.993204,Academic Block B,31.47454636120891,0.0
2025-09-01 20:37:43.993204,Boys Hostel 1,27.161976487089582,0.0
2025-09-01 20:37:43.993204,Food Court,32.934609034168126,0.0
2025-09-01 20:37:43.993204,Boys Hostel 2,26.095265606438275,0.0
2025-09-01 20:37:43.993204,Sports Stadium,35.05457987578268,0.0
2025-09-01 20:37:43.993204,Central Library,20.847023729795644,0.0
2025-09-01 20:37:43.993204,Main Parking Lot,36.02338634764815,0.0
2025-09-01 20:37:43.993204,Girls Hostel,29.829701431580183,0.0
2025-09-01 20:37:43.993204,Academic Block A,24.48492445533233,0.0
2025-09-01 21:37:43.993204,Academic Block B,23.9429135498594,0.0
2025-09-01 21:37:43.993204,Main Parking Lot,28.80646853619455,0.0
2025-09-01 21:37:43.993204,Sports Stadium,33.01904684256945,0.0
2025-09-01 21:37:43.993204,Boys Hostel 2,26.994863386148083,0.0
2025-09-01 21:37:43.993204,Boys Hostel 1,24.425259132072625,0.0
2025-09-01 21:37:43.993204,Central Library,21.766135105465246,0.0
2025-09-01 21:37:43.993204,Green Quad,20.741858215565685,0.0
2025-09-01 21:37:43.993204,Food Court,24.69495460829099,0.0
2025-09-01 21:37:43.993204,Academic Block A,22.787466834904365,0.0
2025-09-01 21:37:43.993204,Girls Hostel,32.56628192553471,0.0
2025-09-01 22:37:43.993204,Main Parking Lot,30.106502327568563,0.0
2025-09-01 22:37:43.993204,Academic Block B,19.725374511333822,0.0
2025-09-01 22:37:43.993204,Food Court,26.497184121346347,0.0
2025-09-01 22:37:43.993204,Sports Stadium,28.854204608751395,0.0
2025-09-01 22:37:43.993204,Girls Hostel,22.192421826027527,0.0
2025-09-01 22:37:43.993204,Boys Hostel 1,29.501948844612734,0.0
2025-09-01 22:37:43.993204,Boys Hostel 2,22.831066697600317,0.0
2025-09-01 22:37:43.993204,Central Library,16.658842531799873,0.0
2025-09-01 22:37:43.993204,Green Quad,16.427589681015945,0.0
2025-09-01 22:37:43.993204,Academic Block A,17.3638144644406,0.0
2025-09-01 23:37:43.993204,Academic Block B,19.129709050676485,0.0
2025-09-01 23:37:43.993204,Central Library,18.21431647073549,0.0
2025-09-01 23:37:43.993204,Boys Hostel 1,18.751589607165595,0.0
2025-09-01 23:37:43.993204,Food Court,26.231077666132602,0.0
2025-09-01 23:37:43.993204,Main Parking Lot,23.215362640289285,0.0
2025-09-01 23:37:43.993204,Green Quad,20.664922720249404,0.0
2025-09-01 23:37:43.993204,Girls Hostel,19.648169283210706,0.0
2025-09-01 23:37:43.993204,Academic Block A,19.525043965101965,0.0
2025-09-01 23:37:43.993204,Sports Stadium,28.412520844501522,0.0
2025-09-01 23:37:43.993204,Boys Hostel 2,15.0,0.0
2025-09-02 00:37:43.993204,Green Quad,16.862634617647483,0.0
2025-09-02 00:37:43.993204,Sports Stadium,19.393478936156466,0.0
2025-09-02 00:37:43.993204,Girls Hostel,18.67641375723644,0.0
2025-09-02 00:37:43.993204,Food Court,21.21158708054387,0.0
2025-09-02 00:37:43.993204,Boys Hostel 1,25.282961624749902,0.0
2025-09-02 00:37:43.993204,Academic Block A,15.462831598508128,0.0
2025-09-02 00:37:43.993204,Academic Block B,16.713458682426623,0.0
2025-09-02 00:37:43.993204,Central Library,15.0,0.0
2025-09-02 00:37:43.993204,Boys Hostel 2,15.612247851480301,0.0
2025-09-02 00:37:43.993204,Main Parking Lot,31.015777482936876,0.0
2025-09-02 01:37:43.993204,Academic Block B,18.991205117181387,0.0
2025-09-02 01:37:43.993204,Main Parking Lot,30.551605194219462,0.0
2025-09-02 01:37:43.993204,Academic Block A,19.0651289117405,0.0
2025-09-02 01:37:43.993204,Food Court,22.478153632274022,0.0
2025-09-02 01:37:43.993204,Girls Hostel,20.893801952918096,0.0
2025-09-02 01:37:43.993204,Boys Hostel 2,21.163909157116407,0.0
2025-09-02 01:37:43.993204,Green Quad,16.942277321056807,0.0
2025-09-02 01:37:43.993204,Central Library,16.31572591749869,0.0
2025-09-02 01:37:43.993204,Boys Hostel 1,16.835164543275415,0.0
2025-09-02 01:37:43.993204,Sports Stadium,24.80666709278632,0.0
2025-09-02 02:37:43.993204,Academic Block B,16.973739058088796,0.0
2025-09-02 02:37:43.993204,Food Court,18.78303487609847,0.0
2025-09-02 02:37:43.993204,Central Library,15.0,0.0
2025-09-02 02:37:43.993204,Girls Hostel,15.0,0.0
2025-09-02 02:37:43.993204,Academic Block A,17.64257397308351,0.0
